Feature Name,Data Type,Description,Status,Created At,Created By,Updated At,Updated By,Destination Table,Update Window,Version,Query Path,Dependent Features,Weight,Is Risk,Query,Is Active,Source Table,Feature ID
auth_livenessfail_pkt_incidents,double,Packets made between two sets of liveness failure and then successfull authentication,DEPRECATED,"16/3/2026, 6:03 PM",saksham.nisg,"17/3/2026, 11:29 AM",saksham.nisg,strot.operator360.opt_features_test,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_livenessfail_pkt_incidents_24h_v1
auth_liveness_failure_streak,double,Count of Consecutive liveness failure incidents by the operator,PROD,"16/3/2026, 11:20 AM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,live,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_liveness_failure_streak_live_v1
doc_qc_error_doe1_incidents_count_daily,double,Count of incidents where the packet has been reported with error category DOE1 in the previous calendar day,PROD,"14/5/2026, 10:56 AM",saksham.nisg,,,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:1, eid_collection:True, filter_condition:(error_category='DOE 1' and is_audited=true)]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_doe1_incidents_count_daily_v1
doc_qc_error_be_incidents_count_monthly,double,Count of incidents where the packet has been reported with error category BE in the period of calendar month,PROD,"13/5/2026, 11:55 AM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[dependent_feature_id:doc_qc_error_be_incidents_count_daily_v1, eid_collection:False]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_be_incidents_count_monthly_v1
doc_qc_error_pop_incidents_count_daily,double,Count of incidents where the packet has been reported with error category Photo on Photo in the previous calendar day,PROD,"14/5/2026, 10:56 AM",saksham.nisg,,,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:1, eid_collection:True, filter_condition:(error_category='POP' and is_audited=true)]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_pop_incidents_count_daily_v1
auth_liveness_failure_incidents,double,Daily Instances of Liveness Failure Instances in Operator Authentications,PROD,"16/2/2026, 12:17 PM",priyanshug.nisg,"19/2/2026, 12:57 PM",saksham.nisg,strot.operator360.features_auth_v1,24h,2,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_liveness_failure_incidents_24h_v2
auth_liveness_failure_streak_score,double,Score based on authentication failure streak of an operator over last 30 days,DEPRECATED,"27/3/2026, 11:14 AM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:auth_liveness_failure_streak_live_v1, fraud_table:flink_stream.operator360.features_auth_v1, score_start:0.5, score_end:1]",,,,,flink_stream.operator360.features_auth_v1,auth_liveness_failure_streak_score_v1
sustxn_outstate_pkts_zscore,double,Zscore based on the number of oustate packets made by the operator over the period of last 30 calender days,PROD,"27/5/2026, 4:48 PM",saksham.nisg,"1/6/2026, 12:16 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:zscore, feature_id:sustxn_outstate_pkts_instances_24h_v2, require_aggregation:True, period_in_days:30, aggregation_method:sum]",,,,,strot.operator360.features_sustxn_v1,sustxn_outstate_pkts_zscore_v2
bio_packet_slap_left_swap_count_daily,double,Daily count of LEFT SLAP SWAP incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_SLAP' AND errorreasoncode = 'SWAP']",,,,,None,bio_packet_slap_left_swap_count_daily_v1
doc_qc_error_score,double,Score based on the qc category count,DEPRECATED,"10/3/2026, 3:40 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:doc_qc_error_doe1_incidents_v1=2, doc_qc_error_pop_incidents_v1=2, fraud_table:strot.operator360.features_document_v1, score_start:0, score_end:1]",,,,,,doc_qc_error_score_v1
hardware_multiple_biodev_zscore,double,Relative Z-Score of the operator based on number of bio devices it uses,DEPRECATED,"9/3/2026, 5:36 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:hardware_multiple_biodev_instances_v1, fraud_table:strot.operator360.features_hardware_v1]",,,,,,hardware_multiple_biodev_zscore_24hr_v1
auth_retry_attempts_score,double,Score based on authentication retry attempts of an operator over last 30 days,DEPRECATED,"30/3/2026, 10:24 AM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:auth_retry_attempts_incidents_live_v1, fraud_table:flink_stream.operator360.features_auth_v1]",,,,,flink_stream.operator360.features_auth_v1,auth_retry_attempts_score_24h_v1
sustxn_res_mobilechange_zscore,double,Relative Z-Score of the operator based on number of mobile change attempts,DEPRECATED,"9/3/2026, 5:38 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:sustxn_res_mobilechange_instances_v1, fraud_table:strot.operator360.features_sustxn_v1]",,,,,,sustxn_res_mobilechange_zscore_24hr_v1
work_opt_hof_zscore,double,Relative Z-Score of the operator based on hof count,DEPRECATED,"9/3/2026, 5:56 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:work_opt_hof_instances_v1, fraud_table:strot.operator360.features_work_v1]",,,,,,work_opt_hof_zscore_24hr_v1
doc_qc_error_doe1_incidents_count_cumulative,double,Count of incidents where the packet has been reported with error category DOE1 in QC. Here the count is from the inception of the feature,PROD,"13/5/2026, 10:44 AM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,[dependent_feature_id:doc_qc_error_doe1_incidents_count_daily_v1],,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_doe1_incidents_count_cumulative_v1
hardware_machine_signature_change_zscore,double,Zscore based on the number of packets made by the operator on the machine whose signature has been changed,PROD,"27/5/2026, 4:47 PM",saksham.nisg,"1/6/2026, 12:17 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:zscore, feature_id:hardware_machine_change_instances_24h_v2, require_aggregation:True, period_in_days:30]",,,,,strot.operator360.features_hardware_v1,hardware_machine_signature_change_zscore_v2
bio_packet_slap_right_swap_count_daily,double,Daily count of RIGHT SLAP SWAP incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'RIGHT_SLAP' AND errorreasoncode = 'SWAP']",,,,,None,bio_packet_slap_right_swap_count_daily_v1
bio_packet_slap_right_fraud_count_daily,double,Daily count of RIGHT SLAP fraud incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'RIGHT_SLAP']",,,,,None,bio_packet_slap_right_fraud_count_daily_v1
bio_packet_slap_right_toe_print_count_daily,double,Daily count of RIGHT SLAP TOE_PRINT incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'RIGHT_SLAP' AND errorreasoncode = 'TOE_PRINT']",,,,,None,bio_packet_slap_right_toe_print_count_daily_v1
bio_packet_slap_right_mixed_count_daily,double,Daily count of RIGHT SLAP MIXED incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'RIGHT_SLAP' AND errorreasoncode = 'MIXED']",,,,,None,bio_packet_slap_right_mixed_count_daily_v1
doc_qc_error_doe1_incidents_count_monthly,double,Count of incidents where the packet has been reported with error category DOE1 in the period of current calendar month,PROD,"13/5/2026, 11:55 AM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[dependent_feature_id:doc_qc_error_doe1_incidents_count_daily_v1, eid_collection:True]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_doe1_incidents_count_monthly_v1
doc_qc_error_doe2_incidents_count_daily,double,Count of incidents where the packet has been reported with error category DOE2 in the previous calendar day,PROD,"12/5/2026, 5:01 PM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:1, eid_collection:False, filter_condition:(error_category='DOE 2')]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_doe2_incidents_count_daily_v1
doc_qc_error_de_incidents_count_monthly,double,Count of incidents where the packet has been reported with error category DE in the period of current calendar month,PROD,"13/5/2026, 11:57 AM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[dependent_feature_id:doc_qc_error_de_incidents_count_daily_v1, eid_collection:False]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_de_incidents_count_monthly_v1
work_opt_hof_score,double,Relative score of the operator based on hof count,DEPRECATED,"15/2/2026, 8:45 AM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:work_opt_hof_instances_v1, fraud_table:strot.operator360.features_work_v1, score_start:0.3, score_end:1.0]",,true,,,,work_opt_hof_score_v1
document_category_score,double,Score for the operator under the document category,PROD,"7/7/2026, 11:16 AM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:rank_scoring, feature_id:[doc_qc_error_doe1_incidents_count_daily_v1, doc_qc_error_pop_incidents_count_daily_v1], range_start:0, range_end:1, require_aggregation:True, is_inverse:False, apply_threshold:False, weights:{doc_qc_error_pop_incidents_count_daily_v1:2, doc_qc_error_doe1_incidents_count_daily_v1:2}, method:weighted_average]",,,,,strot.operator360.features_document_v1,document_category_score_v2
sustxn_outstate_pkts_score,double,Relative score of the operator based on number of outstate packets,DEPRECATED,"15/2/2026, 8:49 AM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:sustxn_outstate_pkts_instances_v1, fraud_table:strot.operator360.features_sustxn_v1, score_start:0.5, score_end:1.0]",,true,,,,sustxn_outstate_pkts_score_v1
work_machine_change_zscore,double,Relative Z-Score of the operator based on historical machine use count,DEPRECATED,"9/3/2026, 4:45 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:work_machine_change_instances_v1, fraud_table:strot.operator360.features_work_v1]",,,,,,work_machine_change_zscore_24hr_v1
work_opt_machinesync_score,double,Relative score of the operator based packet rate during the period of non syncing machines,DEPRECATED,"15/2/2026, 8:48 AM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:work_opt_machinesync_instances_v1, fraud_table:strot.operator360.features_work_v1, score_start:0.5, score_end:1.0]",,true,,,,work_opt_machinesync_score_v1
sustxn_outstate_pkts_zscore,double,Relative Z-Score of the operator based on number of outstate packets,DEPRECATED,"9/3/2026, 5:45 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:sustxn_outstate_pkts_instances_v1, fraud_table:strot.operator360.features_sustxn_v1]",,,,,,sustxn_outstate_pkts_zscore_24hr_v1
doc_qc_error_pop_incidents,double,Incidents of Photo on Photo errors found for the operator by QC,DEPRECATED,"12/2/2026, 12:10 PM",priyanshug.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_pop_incidents_v1
doc_qc_error_al_incidents,double,Incidents of Abusive Languagge errors found for the operator by QC,DEPRECATED,"12/2/2026, 12:11 PM",priyanshug.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_al_incidents_v1
bio_mfc_face_pop_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Photo on Photo verdict for face,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_face_photo_on_photo=true]",,,,,strot.operator360.bio_mfc_face_fraud_refids,bio_mfc_face_pop_incidents_24h_v1
work_pob_declared_zscore,double,Score based on the count of number of packets where the operator has declared the proof of birth of a resident in the last 365 calender days	,PROD,"27/5/2026, 4:48 PM",saksham.nisg,"1/6/2026, 12:36 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:zscore, feature_id:work_pob_declared_instances_v1, require_aggregation:False]",,,,,strot.operator360.features_work_v1,work_pob_declared_zscore_v2
work_machineip_isp_change_count_cumulative,double,Count of number of Internet Service Providers switches done by the UC Operator since the inception of isp change feature,PROD,"8/5/2026, 3:59 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:0],,,,,flink_stream.stream_enu.enu_uc_opt_action_v2,work_machineip_isp_change_count_cumulative_v1
work_machineip_isp_change_count_daily,double,Count of number of Internet Service Providers switches done by the UC Operator on a daily basis,PROD,"8/5/2026, 11:53 AM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:1],,,,,flink_stream.stream_enu.enu_uc_opt_action_v2,work_machineip_isp_change_count_daily_v1
doc_qc_error_doe2_incidents_count_monthly,double,Count of incidents where the packet has been reported with error category DOE2 in the period of current calendar month,PROD,"13/5/2026, 11:54 AM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[dependent_feature_id:doc_qc_error_doe2_incidents_count_daily_v1, eid_collection:False]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_doe2_incidents_count_monthly_v1
bio_packet_slap_left_mixed_count_daily,double,Daily count of LEFT SLAP MIXED incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_SLAP' AND errorreasoncode = 'MIXED']",,,,,None,bio_packet_slap_left_mixed_count_daily_v1
dormant,double,Stauts of operator which are marked as active but havent made any packets,STAGING,"20/3/2026, 11:21 AM",saksham.nisg,,,strot.operator360.opt_features_test,24h,1,,[period_in_days:90],,,,,flink_stream.stream_enu.ens_packet_enriched,dormant_24h_v1
sustxn_outstate_pkts_score,double,Score based on the number of oustate packets made by the operator over the period of last 30 calender days,PROD,"17/5/2026, 6:48 AM",saksham.nisg,"1/6/2026, 12:33 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:rank_scoring, feature_id:sustxn_outstate_pkts_instances_24h_v2, range_start:0, range_end:1, require_aggregation:True, is_inverse:False, apply_threshold:False, period_in_days:30]",,,,,strot.operator360.features_sustxn_v1,sustxn_outstate_pkts_score_v2
work_multiple_optname_zscore,double,"Zscore based on the number of distinct names used by the operator, aggragted after 2020",PROD,"27/5/2026, 4:43 PM",saksham.nisg,"1/6/2026, 3:18 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:zscore, feature_id:work_operator_name_unique_count_cumulative_v1, require_aggregation:False]",,,,,strot.operator360.features_work_v1,work_multiple_optname_zscore_v2
auth_biomismatch_incidents,double,Daily Instances of Bio Mismatch in Operator Authentications,PROD,"16/2/2026, 12:21 PM",priyanshug.nisg,"19/2/2026, 12:55 PM",saksham.nisg,strot.operator360.features_auth_v1,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_biomismatch_incidents_24h_v1
work_packet_upload_new_count_hourly,double,Count of new enrolment packets uploaded by the operator during the last hour as compared to the current timestamp,PROD,"15/4/2026, 5:01 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:1],,,,,flink_stream.stream_enu.ens_packet_enriched,work_packet_upload_new_count_hourly_v1
work_machine_unique_count_daily,double,Count of unique machines that operator has worked during the previous calender day,PROD,"15/4/2026, 4:48 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:1],,,,,flink_stream.stream_enu.enu_uc_opt_action_v2,work_machine_unique_count_daily_v1
sustxn_res_mobilechange_instances_count_cumulative,double,Incidents of operator attempting mobile change of same resident,PROD,"19/5/2026, 5:20 PM",saksham.nisg,,,strot.operator360.features_sustxn_v1,24h,2,,[min_pkt_date:2020-01-01],,,,,strot.mysql_uid_v2.uid_origin_tracker_enriched,sustxn_res_mobilechange_instances_count_cumulative_v2
work_packet_upload_total_count_daily,double,Count of number of uploaded packets by the operator during the previous calender day,PROD,"15/4/2026, 4:54 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:1],,,,,flink_stream.stream_enu.ens_packet_enriched,work_packet_upload_total_count_daily_v1
work_packet_upload_update_count_hourly,double,Count of number of Update packets uploaded by the operator during the last hour as compared to the current timestamp,PROD,"15/4/2026, 5:00 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:1],,,,,flink_stream.stream_enu.ens_packet_enriched,work_packet_upload_update_count_hourly_v1
work_packet_upload_new_count_daily,double,Count of number of new enrolment packets by the operator during the previous calender day,PROD,"15/4/2026, 4:52 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:1],,,,,flink_stream.stream_enu.ens_packet_enriched,work_packet_upload_new_count_daily_v1
bio_packet_iris_swap_count_cumulative,double,"Cumulative count of Swap verdict incidents in the Iris modailty by the operator in Manual Fraud Check, calculated from 23rd June",PROD,"24/6/2026, 10:15 AM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,[min_pkt_date:2026-06-23],,,,,strot.operator360.features_bio_v1,bio_packet_iris_swap_count_cumulative_v1
bio_mfc_both_thumbs_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for both thumbs,DEPRECATED,"24/2/2026, 12:59 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.opt_features_test,24h,1,,"[period_in_days:1, filter_condition:is_both_thumbs_fraud=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_both_thumbs_fraud_incidents_24h_v1
doc_qc_error_be_incidents,double,Incidents of Biometric Exception errors found for the operator by QC,DEPRECATED,"12/2/2026, 12:11 PM",priyanshug.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_be_incidents_v1
bio_mfc_finger_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for slap or thumb,DEPRECATED,"24/2/2026, 1:09 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_left_slap_fraud=true or is_right_slap_fraud=true or is_both_thumbs_fraud=true)]",,,,,,bio_mfc_finger_fraud_incidents_24h_v1
bio_mfc_iris_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_right_iris_fraud=true or is_left_iris_fraud=true)]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_iris_fraud_incidents_24h_v1
bio_mfc_left_iris_swap_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Swapped verdict for left iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_left_iris_swap=true]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_left_iris_swap_incidents_24h_v1
bio_mfc_both_thumbs_toeprint_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Toe Print verdict for both thumbs,DEPRECATED,"24/2/2026, 1:02 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.opt_features_test,24h,1,,"[period_in_days:1, filter_condition:is_both_thumbs_toe_print=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_both_thumbs_toeprint_incidents_24h_v1
doc_qc_error_grave_incidents,double,Incidents of Grave errors found for the operator by QC,DEPRECATED,"12/2/2026, 12:11 PM",priyanshug.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[error_categories_feature_id:[""doc_qc_error_pop_incidents_v1"",""doc_qc_error_doe1_incidents_v1"",""doc_qc_error_hpm_incidents_v1""]]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_grave_incidents_v1
doc_qc_error_doe1_incidents,double,Incidents of DOE1 errors found for the operator,DEPRECATED,"12/2/2026, 12:09 PM",priyanshug.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_doe1_incidents_v1
bio_mfc_iris_nonhuman_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Non Human verdict for iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_right_iris_non_human=true or is_left_iris_non_human=true)]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_iris_nonhuman_incidents_24h_v1
bio_mfc_face_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for face,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_face_fraud=true]",,,,,strot.operator360.bio_mfc_face_fraud_refids,bio_mfc_face_fraud_incidents_24h_v1
bio_mfc_left_iris_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for left iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_left_iris_fraud=true]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_left_iris_fraud_incidents_24h_v1
bio_mfc_both_thumbs_mixed_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Mixed verdict for both thumbs,DEPRECATED,"24/2/2026, 1:04 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.opt_features_test,24h,1,,"[period_in_days:1, filter_condition:is_both_thumbs_mixed=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_both_thumbs_mixed_incidents_24h_v1
bio_mfc_right_iris_pop_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Photo on Photo verdict for right iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_right_iris_photo_on_photo=true]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_right_iris_pop_incidents_24h_v1
doc_qc_error_incidents,double,Incidents of errors found for the operator by QC,DEPRECATED,"12/2/2026, 12:11 PM",priyanshug.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_incidents_v1
bio_mfc_left_slap_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for left slap,DEPRECATED,"24/2/2026, 12:57 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_left_slap_fraud=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_left_slap_fraud_incidents_24h_v1
bio_mfc_left_iris_nonhuman_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Non Human verdict for left iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_left_iris_non_human=true]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_left_iris_nonhuman_incidents_24h_v1
bio_mfc_iris_mixed_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Mixed verdict for iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_right_iris_mixed=true or is_left_iris_mixed=true)]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_iris_mixed_incidents_24h_v1
bio_mfc_right_iris_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for right iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_right_iris_fraud=true]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_right_iris_fraud_incidents_24h_v1
bio_mfc_finger_mixed_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Mixed verdict for slap or thumb,DEPRECATED,"24/2/2026, 1:08 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_left_slap_mixed=true or is_right_slap_mixed=true or is_both_thumbs_mixed=true)]",,,,,,bio_mfc_finger_mixed_incidents_24h_v1
bio_mfc_finger_swap_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Swapped verdict for slap or thumb,DEPRECATED,"24/2/2026, 1:07 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_left_slap_swap=true or is_right_slap_swap=true or is_both_thumbs_swap=true)]",,,,,,bio_mfc_finger_swap_incidents_24h_v1
bio_mfc_right_iris_swap_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Swapped verdict for right iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_right_iris_swap=true]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_right_iris_swap_incidents_24h_v1
hardware_machine_change_instances,double,Number of machine ids which have been changed and operator have worked on them,PROD,"24/3/2026, 7:06 PM",saksham.nisg,"30/7/2026, 10:27 AM",saksham.nisg,strot.operator360.features_hardware_v1,24h,2,,[period_in_days:1],,,,,flink_stream.analytics_enu.machine_hardware_trust_change,hardware_machine_change_instances_24h_v2
